reviewText,summary,unixReviewTime,helpful,unhelpful
I enjoyed reading this book for various reasons:pretty cover!it had zombies in it!it was YA but there were no love triangles or romance in it!the whole zombies evolving idea was good and may turn into something even better in the next book!However:there were some misspelled words here and there.the events in the story don't gel together.I think this would be a good book for any young readers who are just beginning to learn how cool zombies are!,good book for any young readers who are just beginning to learn how cool zombies are!,1338249600,0,0
"This wound up being a much quicker read then I anticipated. I thought it a novel, but it's more of a short story to intro her Soul Screamers series. I read it in one sitting and very much enjoyed the read. I was very sympathetic to the protagonist within the first few pages and couldn't tear myself away from the book as I wanted to know what happened next, and next, and next. Great hook for the series.",My Soul to Lose,1303344000,1,1
"I never know what to expect with a book I was able to download for free, but Astra: Synchronicity was better than I expected.  Other reviewers have recapped the story, so I won't, but I liked the plot, most of the main characters were fairly well developed, the action was enjoyable...once it got going, etc.  However, as much as I enjoyed the book, I really just have to give it 3.5 stars, because there were a few things that could use some work:1) It starts slowly, and I had difficuly getting into it,2) The story weakens once the aliens are introduced, because little more than a physical description of the aliens is given to us, interaction of humans with the aliens is pretty unrealistic, the aliens must speak English because no translators seemed to be required, and the humans' willingness to accept what the aliens say although there's little evidence that it's true makes no sense (really, humans accept the aliens' invitation and travel light years to visit their planet only to hear the aliens say they hadn't been entirely truthful, and -- surprise! -- they're moving in next door?), and3) The author consistently and incorrectly used ""lied"" instead of the correct verb ""lay"" throughout the book.  Granted this isn't a huge issue, but it occurred so frequently that I felt it detracted from the story.All in all, it's a book I'd recommend for readers who enjoy sci-fi, but I probably won't read the sequels unless I can also download them for free.",Slow start but good read -- 3.5 stars,1340496000,0,0
"Definitely gets points for the steam factor!This is one shorter story that might have been better as a long (so to speak).  The basic premise was interesting and the characters had potential but they just felt a little flat within the constraints of the format.I think the backstory was the best part--however the way the two characters came together here, well not as riveting.  Sort of a Big Misunderstanding idea that was relegated to the background, while the present day Resolution  was a little more like an afterthought.  But in this case the afterthought is what we are reading.  There was also a brief foray into what could have been a I-Am-Man-See-Me-Protect...but it was a false alarm.  Oh well.On the other hand, if you after a quickie read for some explicit steaminess...well this will fit the bill.I found the writing good enough, the premise good enough, and the author gets imagination points, so  I will look at other stories by this author....and if I could I'd be rating it a 3.5.JTG",Steamy snowstorm activity...,1289952000,8,8
"I have not read this short, nor will I ever.  I looked at the ""preview"" that Amazon offers, and in the fifth paragraph, Dane's ride is mentioned.  It is a ""rattrap"".  While Rattrap is evidently a character from Transformers, a beat up car is a rattletrap.  Did the editor for this book flunk high school English?  Did the author? I couldn't get past it.  It sounded interesting, but for heaven's sake, check your colloquialisms, this is embarrassing.  It was a minor detail, but if a little thing like this is wrong, it's a good bet there a bigger problems with the writing.",Do you have an editor?,1314489600,6,6
"This is the second time I've read this book and I don't know why I thought it was only OK the first time. This time I loved it. The characters and their interaction were wonderful. It was sometimes painful, sometimes sweet, and sometimes hot. It made me cry, and it made me smile. The characters were so masterfully written that I felt everything right along with them.",Superb!,1284076800,1,1
This book was originally built from section to sections. This is the first instalment in the series but it doesn't have me wanting more. The majority of the book plays out over two days with little story development and minimum character construction. Perhaps in combination with the remaining portion of the book it would work but this hasn't grabbed my attention to read on...,sectioned,1372809600,0,0
"Aghhhh! So hot! Charlie is a true tomboy that enters a race not really understanding all the rules with her three best guy friends. I'm not really sure how you could possibly 'win' this race, but the dynamics of a tomboy facing the fantasies of her best guys was fantastic. So hot.if multiple men turn you on, you won't be disappointed in buying this one. I'm not sure Ill be able to sleep for a few days!!Hot!",Charming and Super Sexy HOT,1374796800,0,0
"I love the other boos by this author, but I found this Prequel very confusing and just not that interesting.  Not sure I woul read the book.",Disappointing and confusing,1361923200,0,0
"I enjoyed the book, and it held my attention well. There were a few times when I thought ""Oh my God, don't do that!"" but, trying to put yourself in that position is impossible. The title says it, Ruth had to make sacrifices to keep others safe, and to survive herself. I did have a little trouble with the timeline, and there were parts that seemed a little repetitive, but I thoroughly enjoyed it and will be checking out some of the author's other titles!",I get some of her choices..,1319414400,2,2
This book probably is part of a series but I don't get it. I read this cause it was free but I should probably invest more time in the series. But sincerely how does 10 years go by and no body realize that there is a HUGE family secret just strolling around town? I just couldn't but it.,I don't get it.,1375920000,0,0
"It was more a 3.5 stars but once I finished the book, I found that I was quite fond of the guys, in different ways, so I'll give it 4.I liked Ryan because, even if he knew he was risking his career, he was not willing to search for a compromise. I liked Josh because he was very practical and he found the way to get Ryan and himself out of trouble, showing that he might not be rich, but he was resourceful.The secondary characters were interesting and I liked Ryan's friend, Bill, who is the voice of reason in a very stressful situation. The bad guy behind the tabloid pictures was given a strong homophobic connotation and I thought it was unbelievable that Ryan accepted all the name calling without reacting.The angst was never too much, even in the most difficult moments, because the two characters trusted each other. I think that the chemistry between Josh and Ryan was more told than shown and that's why I wasn't really impressed while reading the book.",I liked Josh and Ryan more than the story,1295654400,0,0
"Alexandra's ordinary world is shattered when a brooding man, Joshua, appears at her father's workshop and she discovers that her father a legendary and powerful alpha werewolf. And her, a female half breed werewolf, which brings a lot of complications.Female - she is rare and coveted by male werewolves. Worse still, she is currently in heat.Half-breed - Purist werewolves are out to kill her in order to prevent dilution of bloodlines.Werewolf - There are bounty hunters out to exterminate the werewolves.Alexandra has little choice but to trust and follow Joshua back to his pack's homeground while her father tries to draw off her pursuers. As the two get to know each other better while dodging bullets and pursuers, would Alexandra choose Joshua as a mate? But would Joshua, a rather prime male specimen of the werewolf species be interested in her, a half breed?Due to the romance developing between the couple during their desperate race back to the pack's turf, it keeps the readers on the edge and in suspense as to whether they will be able to make it back to the pack's turf and whether Alexandra's father would safely and successfully draw off the pursuers. Readers are also left wondering who's foe or friend as there's internal betrayal in the pack. Some of the minor characters are rather interesting, so it's a pity that not more is written about them, though I suppose that open avenues for future books?",Deepy engrossing and an entertaining read!,1315612800,1,1
This is another one of those that I didn't want to finish as I didn't care for it from the start.,Didn't finish i,1392768000,0,0
"Carpenter did a brilliant job of writing these two individuals into one and other's lives.  They are compatible, they are loving, and both need to deal with skeletons.  In the end, will they make work?  You just have to read to know.",Captivating,1362960000,0,0
This was a very captivating book.  I really enjoyed it.  Made me tear up on several occasions.  A very heartwarming story.  A real steal for free!,LOVED THE STORY!,1360886400,0,0
Not worth downloading even if it was free!  I like a hot story like any other guy but this is not it.  Pass it by.,Sexy,1379030400,0,0
This is a cute story about high school sweethearts reconnecting. The plot is good but the grammar mistakes are distracting.,Needs editing,1381104000,0,0
I love all her books and I can now add this one to the list... I can't wait for the next one maybe about Logan or the sisters ..,Good book,1365120000,0,0
I couldn't put the story down. It was funny and a great mind tumbler. You might figure out who did it but the why is always interesting. I can't wait to read another one.,Great mystery,1381536000,0,0
"I loved this hilarious paranormal story that in turns had me laughing out-loud or fanning myself. This is the second release in the A Biting Love series by the author. I haven't read the first novel but I definitely will now. This was a fabulous read loaded with wonderful characters in a perfect locale. Meiers Corners is a town I'd love to visit if not move to. Elena was such a strong, realistic heroine, I'd really like to be her friend. Viking-type heroes have never really appealed to me but I have to say Bo totally lit my fire. They are perfectly suited to one another, in their wonderful assets and flaws. The secondary characters were so enjoyable. My favorite was Detective Dirk who is so absurdly clueless that I gave myself a sprain from shaking my head at his actions. This was such a fantastic story that I will not hesitate to recommend it to anyone I can. It had everything -- humor, heat, mystery, memorable characters, love bites and loads of fun. - Theresa Joseph",5 Hearts from The Romance Studio!,1263513600,3,3
"I thought the novel was really cute- I really did.  The ikeable characters and sorta believable plot sucked me in.  My only complaint is the overall flat ending.  I can understand that the ending was a way to purchase the next ""McMaster the Disaster"" book but the last four or five chapters seemed rushed and did not flow with the beginning of the novel.  It felt like the author was getting semi-bored and just found a way to end this novel.  I would def. read another book by the author but I do feel some kinda way about the rushed ending.",Cute but.....,1343606400,0,0
"Nice innocent read for the whole family. Can't beat the free price either, so don't be afraid to download to kindle.",nice read,1331164800,0,0
"Anyone who has had a headache can relate to the pain the author conjures up with PULSING.  The reader might just have one of his own after reading this short story. It is short - only 20 KB.  It won't take long to finish - less than 5 minutes.  Take your aspirin now.There are lots of questions that never get answered - even in the special laboratory that just happened to be directly above the children's cafeteria somewhere?  We never find out what the head ache is all about.  We don't know how it relates to the carnage.  We don't know how or why it relates to the children.  Maybe the head throbbing pulse originated at the chemical plant but maybe it is from something else.  Maybe the children know and maybe they don't. Maybe you will have a headache when you read this too.There are just too many cryptic suggestions and esoteric implications.  I have no idea what this story was supposed to tell me other than Kep had a nasty, unexplained, pulsing head pain. Where's the aspirin?",Take 2 Aspirin Before You Read This One,1310169600,1,1
"This author has written two really interesting characters with a nice supporting cast. The heroine is down-on-her-luck, but she's no week little victim. Girl's got backbone. Hero is an admirable military man, handsome, reliable, kind, an alpha without the macho. Two lonely hearts.This book sucked me in right away. ADORED the first half of this book, then it just became, predictable, and hokey. Dissapointed with the non-exsistent love scene. After the author built the sexual tension. I was left with no love scene just a morning after thought of their ""sweet loving"". Entertaining enough but it almost felt like two books. The first half tender, and deep. The second half corny and boring. Sorry not a keeper for me.",so.. so...,1331251200,1,1
"I am sorry to say this book was not good. Too long, boring and unrealistic. I have read hundreds of books in this genre and this is the first time I read a book that was so bad, I had to leave a comment.",pls save your money,1331251200,0,0
This was for me an extremely juvenile read. Good for a tween or perhaps a young teen but not so much for an adult reader. Too predictable for me so I won't be ordering  the next in the series.,Time Crystal1,1394409600,0,0
"I usually enjoy detective mystery novels.The dirty language in this book was an immediate turnoff.I switched off my Kindle. It was not free,I would have asked for a refund.",FOUL LANGUAGE,1386288000,2,2
really loved the ending and I hope she is now able to have regular visits from her daughters.I hope both the daughters relize it was not her fault.It does break my heart that The Man next door got away with what he done.,great read,1399161600,1,1
"I got this book after readingHow To Decorate A Cake(good book too and recommended) to see what other creative cake ideas are out there. Some of the cakes in this book truly are amazing. The Dragon cake was one of them. I would not even attempt some of them though, especially the animated and moving ones. An erupting volcano cake, maybe not. There were several others. Some, like the Yoda head or scary clown will be impossible unless your an amazing artist as well.The book is a collection of cake ideas from the publishers website. I did find the bazillion links in the book to be annoying and detracted from my enjoyment of the book. Since the cakes are from many different authors, the style and directions are all different. Some instructions are clear and easy to follow, some I had to read and re-read to figure out what they were talking about.Overall a good book, especially for something to really spark the imagination and see what is possible with some cake, frosting and cleverness.",Very creative ideas,1334275200,0,0
i felt that this book was very hard to get invested into it wasnt very engaging i thought it was too boring and i just couldnt do it good thing it was free because i just simply did not like it at all,love a la carte,1379116800,0,0
Did not like the beginning of the book. The story was a better as you read it. Did not really like this book. Did not like the way the story was written.,Where the wild wind blows,1378339200,1,1
"This story is too inane and silly to be suitable for adults and has too much adult material for children.  For the life of me, I can't figure out who would enjoy this.  A inauthentically wisecracking private detective is hired by the king of a fairy tale kingdom in order to find his missing son.  This book is so cheesy and so awkward that it's almost worth reading for the cringe factor.",Who is the target audience?,1400544000,0,0
Poor decision - this was a big mistake and didn't finish reading the book - it was too late to realize that it was all right to return for a refund.,Poor!,1359504000,0,0
"I am not into natural remedies, do not drink herbal teas that taste like grass and would trust pills manufactured in a lab, after careful scientific research into their properties, ten times over a pinch of this mixed with a pinch of that.So I got the book for curiosity sake and for the beauty aspect since, even if I'm not willing to drink teas, I can at least make my own creams and masks.I was disappointed. Out of 52 tips, only a handful concern beauty. The rest is all about treating various ailments, from flu, to asthma, varicose veins, infertility and stress. Most of the tips do tend to reoccur frequently as there are only so many herbs you can use. Ginger, honey, nettles, St-john's wort, rosemary, sage etc. appear on a regular basis.The author is careful to warn you against mixing herbs and conventional medicine and to keep herbal teas out of reach of pregnant or nursing women. The section on how to cure babies should, in my view, be edited out. I find the idea of giving herbal remedies to very young children rather disturbing.Bottom line : If you're into alternative medicine, you will like this book as it will give you a good idea of what herbs to use to cure any given illness. If not, skip.",Repetitive with almost no beauty tips,1323993600,16,16
"When approved to review the book Anabella Giggles All Day! by Dr. Nev Nickels, I was excited because I didn't have any e-books for my daughter on my kindle and the book looked like something she would enjoy, since it's for ages 3-7 and described as easy-to-read rhyme.After I read the 40 page story book a few times, I decided I was pretty disappointed with it. It wasn't very easy to read rhyme, it felt forced and the rhyming just wasn't very good. The characters names (Anabella and Imani) didn't flow well with the text and made it even more difficult to read. I had to re-read parts because I thought it was my fault that it somehow wasn't flowy and rhyming like kids books usually are.Here's an example of what I'm talking about when I say forced:""Happiliy incited and excited,Anabella then said""Imani did you knowyour cheeks are totally red?""And for the not great rhyming:""Yay I did it!Anabella you're cured.You're not laughing too muchor too loudly anymore.""As I'm trying to stay with the book, it takes a turn and jumps from Imani being angry at Anabella, to something call the Rhompees, and then they make up and the book just ends. It was an odd story that didn't have a very good flow and was a bit confusing.Also, I was quite disappointed about the screen set up on the Kindle, two pages of the book would only fill half the screen, making it slightly more difficult to read and fully take in the illustrations. On a positive note though the illustrations were well done and colorful, looking back I could actually get more out of the illustrations then the actual words.I personally wouldn't recommend this book if you're looking for an easy to read kids book -VT Freebie Girl",I wouldn't recommend,1384128000,1,1
"I was surprised at the level or romance in this book, it was quite different than the Kate Daniels series but I loved it. Very different in both description of the Kinsmen world and the social structure. I hope there are more to come!",Surprising New Series,1379203200,0,0
"I've read better labels on cans at the supermarket.  Very rushed, very choppy, not like the description ... I was very disappointed",Save your money...,1386633600,0,0
"Apollyon, the angel of death, has been guarding the bottomless pit of Hell for so long that he feels forgotten; that is until a beautiful woman summoned him. Serenity isn't just another woman, but a witch. She didn't mean to summon someone so powerful. It was supposed to be a simple vengeance spell that called to him. Even though the attraction is immediate, she doesn't believe an angel could be attracted to a simple human, at least not sexually. Surprise.As Apollyon exacts revenge on Serenity's ex-boyfriend, the two become lovers. Problem is, when his mission is up, will she be able to summon him again or will he have to go back to the gates of Hell?When it comes to reviewing books, I feel the rating and opinion is subjective. Some books, hit home. With ""Her Dark Angel,"" I didn't feel a connection with the characters or the story.  Surprising, since I love this subgenre. I'd like to try another series by this author though. Maybe I'll find the connection I'm looking for.",Book One of the Her Angel Series,1309392000,1,1
"This is a good little mystery with quite a few not-so-subtle digs at the stereotypical new money California crowd from a few years ago when real estate boomed. I was concerned that the humor would get old and ruin the read, but it really doesn't. It's more like you'll be reading these situations and get all into it and then stop and say'what?!' And you can laugh because it's really just a few degrees of exaggeration. This is no blockbuster but if you're looking for a quick, light read it'll do!",Surprisingly good read.,1402185600,1,1
"Timelapse only got up to two stars because I think the author does a pretty good job of creating his alternative world. However, his main character, Alex, was totally unbelievable. As opposed to another reviewer who like him and was rooting for him, I was praying for him to be shot dead. I forced myself to finish the book so that I wouldn't write a bad review in case it had a great ending.Alex is supposed to be a fairly intelligent assistant professor at a university. Now I can understand when the transformation first occcurs how one might be in shock and possibly do some stupid things. But his stupidity never ended. He quickly surmised that the world was very different and very bloodthirsty, but every time he found something different he started to act up in so as to draw attention to himself and his companion, thus endangering their lives. He can't find all of his relatives in the registry, so he acts up in public. He discovers there are no libraries, so he goes running off in a huge distressed huff. For some reason he was totally surprised when his money was no good, even though he knew this world was dramatically different from his own. On and on - he was shocked when anything was different from his world. No one, and especially not a well educated history professor, is that stupid, over and over and over again. I found this not only unbelievable, but also extremely annoying.",I certainly disagree with the other reviewers,1333238400,2,2
"Not a bad read for a Sunday morning, but feels like there are many details missing and rushed scenes that could had been improved with just a bit more in-depth",Not bad,1376611200,0,0
"The plot is good but not properly developed in my humble opinion. In most books, the author is transparent but in this case I could literally picture the author throughout this entire read.  The next book is much much better!",Good story line,1350604800,0,0
"THE STORY LINE WAS VERY GOOD BUT, WAY TO MUCH EXPLANATION OF LAND MINES AND IINFO THAT DID NOT NEED TO BE THERE WHEN THE BOOK WAS EXCITING IT WAS VERY GOOD BUT, I ENDED UP SKIMMING ALMOST ALL OF THE REST",TOO MUCH INFO,1298678400,0,0
"It had all the right elements, but the author committed serious mistakes in time frames. I got lost in the idea many times during my reading. The idea was good, but truly, were you in the past or in the present?",Good idea but...,1342656000,1,1
"The story was entertaining and I'm glad I gave it a try.  I thought several parts of the story did not flow well and the conversations felt forced and unnatural.  However, overall, it was an interesting story plot that I felt the need to find out where it lead.",Worth a read,1374624000,0,0
Sensual an dramatic it was well written an very heart throbbing an edgy I loved it. The other sister I want to read her story next an see her get a taste of her own medicine. There was no major typos or no sense words. It was a quick read but I wouldn't change the out come of the book.,Love it,1375660800,0,0
"Like other reviewers have noted, this is a rather sweet love story set in 1902 Wyoming. A bit of a misunderstanding, crossed purposes and a scary night hiding out from the bad guys. The storyline is promising, but not well fleshed out, and well...needs to be longer and the characters better developed. Opal's a bit too much of a Mary-Sue, Charlie is just too busy getting the wrong impression from everything Opal says and as for the bad guys? There are better ways to tell me they're bad than to keep using scoundrels and cutthroats.I picked this up free on Kindle, but I'd have been a bit upset if it had come out of pocket. Not a bad book by any stretch, but there just isn't enough substance here for me to rate it higher.","Promising, but needs more fleshing out",1315785600,1,1
"This author rarely disappoints me.  Of all the Naughty Games books, I wanted to read this one the most.  And it was worth it.Rich boy Shane Oxley has it bad for Paige Reyes.  They'd been great friends in college along with their group of five other best friends.  And had remained great fiends even years later.  But Paige had gotten engaged and Shane had to act fast to make sure she didn't get married.But he miscalculated -- badly.  And their one night of passion ended  -- badly.  Paige has been avoiding him and their once close friendship has gone down the toilet.Now on the occasion of his birthday party, Shane had maneuvered his close group of friends to his home for some truth telling and relationship repairing.  His shamelessly uses his power to get Paige back into his orbit and maybe, just maybe,  he can dare her give him another chance.Shane was cute and so determined. Paige was hurt and so in love.  This was a two-character book.  Just the two of them hashing out their issues with some great dialogue and smoking hot love scenes.Sometimes that is all you need.",My favorite of the Naughty Games series,1362355200,0,0
Horrific and gorey. It needs tweaked and it could be better. Some thinks make little sense and I don't like the word usages. I did like the fly story though.,Gruesome,1348876800,0,0
"Would prefer to give this book zero stars, but unfortunately I have to give it at least one. The editing is beyond horrible! Many time I had to go back and re-read sentences trying to figure out who was talking. Other times words were missing or extra words were added in to sentences.The plot seemed like a decent concept, but the last part of the book was beyond confusing, with the character switching memories every sentence. Will mot be reading this ever again.",Zero stars,1399248000,0,0
I really only like to read 4 star rated books or above. This is good but not worth 4 stars.,Readable but not awesome.,1359331200,0,0
"I think that the story could be less wordy and as for the heroine, she's full of herself and the continuous refferings to her southern origin becomes tiresome. I give it 3 stars because I liked the male hero who deserves better than Savanna.",Wordy,1402185600,0,0
This was the dumbest book I ever read. I guess i thought it was actually more then a food fight. But it was probably 5 pages long and that was too long. dont waste you time on this one.,Waste of time,1305676800,3,3
This is the first story I read by Rebecca  Stroud. Its not much I can say this story just didn't hold my interest.,DEVIL'S MOON,1349654400,1,1
"I read part 2 to the series first and I perfer it. This one was okay. I love Maya, her books keep you going throughout the story. A fast read",It was okay,1367625600,0,0
"It was a definite help but there were at least two places that I got lost--lacking is a definitive Step 1, Step 2, Step 3.....etc.It is not that I am computerate illiterate; for example I hold a PhD in geology and have worked with computers since ~1970 (punch cards, yet), but that things like this are quite complex and most of us that are unfamiliar with that particular computer thing do need step by step instructions. Unfortunately, many of those who know the most about such a thing, know too much and make assumptions about the reader that they do not realize. These assumptions are things that, to them, are fundamental and so easy that they expect everyone to know about 'that'.  Sorry, we (the readers) do not, and the writer must, MUST, error on the side of careful, step by step instruction.","Useful, but flawed (as are many computer help books)",1358380800,0,0
I really liked the story in this book.  I could not put it down till the very end of the story.Thank you so very much for writing this great story.,I really liked this book.,1363564800,0,0
"I was able to pick this up for free, glad i did.This is a nice little short story , that i suggest. Well written and edited.",Autopsy review,1353801600,0,0
"I grabbed this one, I'll admit, because it was offered for free. My daughter sometimes has problems minding her manners and this was a cute way to teach her some lessons in what not to do. Nice little story, but the layout on Kindle is small, so be prepared to hit zoom on every page.",Amusing read for children,1359590400,0,0
"I love a good mystery, but this book was extremely slow. Considering that the length of the book is short, it was extremely draggy.  I was expecting more and was left with nothing. Very predictable from the beginning.  Also, many things left without answers.",Very slow and ending just left you bored,1395187200,0,0
This collection of short stories was very good. Sometimes a bit much but still good.  I enjoyed almost every one and those that were not really good were at least readable.  I would recommended this book for most anyone. Not for the squeamish or those who are offended by raw humor.,Very good,1367193600,0,0
Wine drinking vampires- start of a new series with vamps and there one true mates- a great  start to a new series,vamps,1393459200,0,0
Felicity Heaton's Books always grab you and keep you reading until the bitter end. I always look forward to reading her books. I am hoping they a sequel to this book.,Very Romanctic,1378425600,0,0
"I enjoyed this one very much, great story and a surprising twist.  The love scenes are always amazing hot. I would like to see the mother get her come-uppance in a sequel.",Come to me freely,1371772800,1,1
"To put it plainly, this dictionary confused the heck out of me at first. I could not make heads or tales of it as it was so elaborate. But then I got used to it. Though I can't say that I've used it as much a I thought I would.",Pretty elaborate for a dictionary.,1374192000,0,0
"I liked the story and I like the premise.  I remember being young and not sure.  These two characters are actually very mature for their age and have a tendency to question themselves first before doing something impulsive.  Are there guys that young and as mature?  The story is mainly about Hunter's perspective of himself and seeing himself as straight, but yet falling for his best friend who is gay. Hunter wonders if he is willing to ""change course"" and make the commimtment to Max, knowing how his feelings are becoming more focused.",Summer love,1274313600,1,1
This is truly a remarkable and gross story but I loved it.Hands down one of the best I've read in a long time.besides the other serial killers books.Taylor and Donaldson are fabulous together. the chills keep coming.,Piggy's,1308355200,0,0
"I've been an occasional reader of the Wall Street Journal for many years, but had never really considered subscribing to it. For the most part I've been happy to get my news for free online from a variety of sources, but of late I've been craving a more consistent access to the kind of high quality news stories that WSJ is known for. I decided to check out several subscription options, and compare them to each other. The Kindle version, even though it is very limited in many respects, turns out to be pretty good and in line with my expectations for what I wanted to get out of reading WSJ.Once you subscribe to WSJ, you can setup the delivery to any one of your Kindle devices or enabled Kindle readers. You can also manually download the current issue of WSJ to another device, but the automatic downloads are enabled for only one device at the time (you can change which one in the online Kindle setting at any time). Kindle formatting of WSJ leaves a lot to be desired. As you may imagine, the reading experience will be much closer to reading a book than a newspaper. I don't mind this all that much, as WSJ has always been a pretty text-heavy newspaper. The exceptions are the graphs and charts, which can be almost illegible when presented on Kindle. The sections and articles are well organized and easily accessible through the menu, and I am overall pleased with the navigation options. In terms of formatting, I still prefer the dedicated WSJ iPad version, but the Kindle version gets the job done.One big difference between the Kindle version and those for various tablets is that you won't be able to access various embedded videos on Kindle (not even in the tablet version of Kindle software). Those small video clips are indeed a lot of fun, and definitely add to the overall ""reading"" experience. However, they also add to the size of the download, and unless you have a really fast wireless connection and the latest version of the tablet, the download can be choppy. For me these videos are a nice addition, but they are not crucial.As far as the price goes, yes, Wall Street Journal on Kindle is kind of expensive. However, keep in mind that you can in principle cancel your subscription without much trouble after any number of months has passed, something that in my experience is not that easy to pull off with a print subscription of any newspaper. I do consider WSJ to be a very high quality publication, and in my opinion the price is reasonable for the kind of content and convenience that you get. We've all been spoiled by the years of de-facto free online access to various newspapers and magazines, but unfortunately this free-for-all state of affairs has lead many fine journals and newspapers to shut down.If you are seeking the convenience and the ease of use that the Kindle version of WSJ provides, and are not too concerned with the formatting and various bells and whistles, then I'd definitely recommend that you check it out. So far I've been more satisfied than I had expected based on all the negative reviews that I have read.","Convenient, Simply-formatted, Pricey",1330732800,6,6
"When I downloaded this book I had no idea it was a prequel, I wasn't impressed with the short story, but if this is the prequel I am down right disappointed.  A prequel is meant to draw you in and make you feel like you will lose a good friend if you don't read the actual book.  This felt like a story I had read before sans the excitement.  Historic novels not only have to attend with each other but with actual historical events.  Unfortunately, it lost to both.",depth without meaning,1329696000,2,2
"This is a sweet romantic novella, but I really have to wonder if it was written for the young adult market...or perhaps tweens. It's sort of ""Little House on the Prairie"" with some modern issues tucked in (but not examined in depth.)Katie, the  protagonist is described as ""young"" by everyone, including her ""beau,"" but her age is never given.  Is she 13? 15? 17?  And she never seems to do anything.  Life was hard on the Prairie.  Certainly she would have had chores, yet she always seems able to make time to go and goof off in town or read and sleep. She seems past school age (since her father tells Katie to volunteer to take over for the teacher when she leaves.)Stover Steele (heavens what a name!) describes himself as ""old"" but is he ""20? 30"" 50?Since Katie and Stover do little more than kiss, and even when she's threatened, Stover comes through and rescues her, there's really no need to keep this away from the age group that would read ""Anne of Green Gables.""  And, yet, the writing seems to indicate that the book is intended for an adult audience, who may be a little impatient with the lack of deeper emotion (or, really, any emotional depth) or the lack of details (such as the characters' ages and pasts.)",Who was this written for?,1375488000,2,2
"Hawke is an interesting, unusual hero. The author writes extremely well! He holds your interest to the very end. This is a fun read.",Good Western,1399420800,2,2
"It may be my age, but I grew up with these kind of stories and as a boy imagined I was Bulldog Drummond while reading his exploits.Now reading it is like looking into another age - but I like it.","""Good Boy's Own Stuff""",1366761600,0,0
"I don't mind reading a predictable story or characters, but I draw the line at this book. Took till half way through to get to the point of the story. Characters personalities were flat.  Kind of book you speed read through to see if it'll start getting better, but it never did.","flat characters, flat plot",1334361600,14,14
The Witch Queen's Secret is a stand alone book but is part of the Twilight of Avalon series.  This short book is between the first and second book in the series.  While I have not read either the first or second book this was an interesting book  The following is my review of the book.  this is my opinion and not a paid review.  To form your own opinion please support the author and purchase your own copy of the book.This short book can be read in under an hour.  but that does not take away from the book.  It has Isolde who was once Queen as a secondary character but the main story is about Dera.Dera was once an army harlot.  At one time Isolde helped Dera when she was pregnant with a girl child.  Isolde does not hold this again Dera like most women of that time would.  This story is about Dera helping Isolde and returning the favor of the help she received int he past.While a lot of the story did not make sense to me because I had not read the first book in the series it was easy to get pass that.If the reader is planning on starting this series I recommend reading the first book in the series to help understand this book.The bunnies and I give this book 3 Carrots.,Very short,1329004800,0,0
What an enjoyable book! The banter between Charles and Fortuna was delightful.  It is difficult who was going to break first.  It was obvious they were well matched to eventually overcome the obstacles.  Great read - finished is in one night. Couldn't put the book away. Had find out if it ended as I had hoped.,Blind Fortune,1379894400,0,0
"This is the last book of the trilogy and was the best of the three. It took a lot of build up to get to the heart of the story. This book has more action and romance although I still feel more emphasis was placed on the action of the story than romance. I also felt more of a connection with the characters in this book. Of course, there is a hanger to the story of the feelings between the characters. Must read on for the conclusion. I recommend reading this trilogy.",Prophecy:dark moon rising,1395964800,0,0
"I could not put it down! I am not a great writer of reviews , I would buy her books any time.",I loved it,1354233600,1,1
"As others have said, this story was a decent concept, but too short for all that went on. Definitely a very fast read, but it felt unfinished. Kind of typical, guy rescues damsel in distress. I'm sure in a couple of days I won't remember I read it.",Needs more character depth,1395273600,0,0
I love Sandra' s books ans this one is no exception. She chose a really good story line. I was unable to put it down. I love the strong characters who say what they want and are not phony. Sandra has a way of reeling you in and keeping your yarn.,Love love love!!!,1388188800,0,0
"I didn't know what to expect.  I the was not bad, but could have been really good.  This is only one of this series I have read. Unless the others are 99 cent I doubt I buy another.",It was ok. could have been better,1359072000,0,0
"Sorry, this one was not a winner for me.  Mostly because the main character (Emily) was a weak wallflower.  I like my female mains to have some sense of self and this woman was just a doormat.  After dropping her from his life to marry another woman, he just pops back in looking for a fake wife?  I would have shown that dude the door...with my foot.  Emily agrees to it and constantly interrupts her life and dreams to live a lie.Also, it bothered me that Guy's son was hit by a car and had to have surgery and he was more worried about this merger?  Um, yeah, not real husband material there.  Not to mention he sees his kids once in 6 weeks?Sorry, sometimes a HEA isn't really worth it and Guy had loser stamped all over his forehead.QR",The Tycoon's Convenient Wife,1390867200,1,1
"Shifter romance.  Great book.  Very entertaining with good humour, strong plot and characters.  Lays a great foundation for the rest of the series.  Worth reading and having a good laugh while enjoying the interaction between characters.",The wallflower,1304294400,0,0
"The characters were well thought out, the innocent truly believeable, the hero a wonder that I drooled over, the evil as bad as she could have been.  The mixed powers of the mixed fae races was delightful and the ending totally unexpected.",This was another paranormal romance I could not put down,1355961600,1,1
This was the sweetest love story.  I enjoyed it so much I couldn't put it down.  It was just what I needed when I was a bit down.  I'm looking for more of her boo k s!,Heart of the wild,1400976000,0,0
This is the most ridiculous book I have ever read.  I really don't know why I finished it.  I hope no one else wastes their money.,PAINFUL,1329436800,3,3
