reviewText,summary,unixReviewTime,helpful,unhelpful,rating,label
"I wasn't sure to expect when I ordered this book. I've heard great reviews, but sometimes when I get around to reading the book, it just doesn't live up to the hype. Not so in this case.I sincerely enjoyed this tale of the young, innocent Oliver Twist and his story of misfortune. While the novel was darker and more violent than I'd at first anticipated, the language flows like poetry. I loved the roller coaster ride Dickens takes us on as Oliver searches to escape the evils forced upon him, only to be pulled back in. The build to the climax of the story was expertly formulated and executed.Oliver Twist is a classic in the true sense of the word. If you've not had the pleasure of reading this novel, don't delay. Order it today.",Oliver Twist,1306800000,0,0,5,1
"Very good storyline-could wish for a little more romantic imteraction between the characters and development of the post apocalyptic world, but really enjoyable and great first effort !",Surviving Passion,1295136000,1,1,4,1
"While this book is rather short, I'd love to see it expanded! The characters are engaging and the issues they deal with (life in general) are something we can all relate to. I read this and thought, this is the perfect beach read. It just feels like a summer book! My niece is going to read it next, she is 17 and I think that Twenty-Somewhere would be perfect for her with all the changes she has coming. It also inspired me to look at my own life a bit and think it could use some focus.","A quick read, perfect for the beach. Inspires change.",1305763200,7,7,5,1
"I can't understand all of the 1 star reviews complaining that it stops right when the story is getting good. The author plainly states in the product description that this is a novella prequel to three full length novels already written. The point is to get a reader hooked so they will spend the money to buy the full length book. And I was definitely hooked. I just finished the novella and immediately bought My Soul to Take. The writing is good, the authors hooks you into the story quickly, and even though the story is about a teenage girl and probably written for young adults, I think it is a good summer read for adults. Something that is an easy read with a page turning plot. My personal favorite 1star review complains that there is too much description for the plot. Ummm, okay. If this is too much description, than the plot of the entire Twilight series can be summed up in less than a paragraph. And Harry Potter in a page. That is the point of a novel. The author should draw you into the world they have created through their descriptions. You should be in Lakeside with Kaylee, smell the hospital smells and feel her confusion and frustrations. This author does a fantastic job of this. So far, I am a fan and I look forward to reading the full length novels.",Good Teaser . . .,1278892800,1,1,4,1
"Some interesting stories, most of which I had read 40 years ago.  I didn't remember some of them, but the book I bought it for 'Vortex Blaster' was incomplete.  I went to Gnome press and downloaded a longer version free of charge.",Old SF,1367539200,0,0,4,1
I honestly don't remember this book off the top of my head so I sadly would have to say that nothing stood out for me,Not memorable,1358812800,0,0,4,1
This book was a hot read! This author knows how to tell a story so that you feel like you are right there!!,Hot read,1395619200,0,0,5,1
"I have read bad comments about this book, yet I cannot see what people are upset with. This book I dill'swith what a marred people face with every day. The book is very good and there is commitments that must be dealt with in a relationship between people.",Making it work,1389398400,0,0,5,1
KEEPS YOU INTERESTED.  RECOMMEND TO ANY AGE. GENUINE MASTERPIECE EVERYONE SHOULD READ.  VERY GOOD FOR CHILDREN.  MAKES A WONDERFUL GIFT.,THE MYSTERIOUS ISLAND,1359417600,0,0,5,1
i had the paperback of this series it keeps you reading i reread this book all the time it rocks,whats to say other than Maggie Shayne,1393718400,1,1,5,1
Loved this book as well. Loved the endings and how the babies were born. I thought that was sweet. Not a waste of money. It was some parts that were upsetting and the hero did seem like a jerk at times but overall the book was great.,Cute Story,1353888000,0,0,5,1
"This is the 3rd book in the Rachel Myers Murder Mystery series. I am enjoying this series very much. If you like cozy mysteries, mountains, horses, chamber music, or plants you cannot go wrong with these books. The series is set in the mountains of North Carolina near the Virginia line and the Blue Ridge Parkway. In this book Rachel's friend and gardener, disappears. Rachel follows her logic and stumbles into danger. Fast paced page turner, this book will not disappoint!",Be Careful Where You Walk,1338595200,1,1,5,1
"I wanted the contacts from beyond to be more concrete to really make me believe.  Had a big cry by about the third story, but could barely put it down.",Finished and want to believe.....,1355011200,1,1,4,1
"Ross Benson, Viscount Winterton, is recently returned from Africa.  He is a jaded rake of a man, and the object of many women's fantasies.  He and Timothy Rollins are arriving back at Ivydale Manor, drunk, when they wake young Cassandra, Timothy's sister, who helps both men to bed.  When she ends up in bed with Ross, her lifetime crush, it will have repercussions none of them counted on.Ross is handsome, sought after and has never had an inclination toward innocent young women.  For some unfathomable reason, Cassandra tempts him like no woman has before.  When he seduces her on a night of drunken stupor, he has no choice but to marry the alluring Cassandra.In a Reckless Moment is a charming story of opposites attracting.  Ross and Cassandra burn up the pages as their explosive chemistry is the foundation for building a marriage from convenience to a forever love.  Cassandra is a woman many will appreciate for her independence, her common sense and her genuine love for Ross and her family.  She is warm and witty, charming and beautiful.  With not a vain bone in her body, she endeared herself to me even further.  Ross, on the other hand, is a charming and handsome rogue; he is jaded and spoiled until Cassandra brings him down a few pegs.  He is clueless about love and it is with baited breath that this reader watched as he fell further under Cassandra's spell each day.  With the underlying mystery of Ross's past to keep this reader guessing, I was intrigued by the storyline, both the journey to falling in love and the mystery of threats to the couple's safety.  I thoroughly enjoyed Emma Wildes' In a Reckless Moment and I intend to purchase all of the previous titles.Scarletreviewed for Joyfully Reviewed",In a Reckless Moment,1210896000,1,1,5,1
"The first three of these books fit together wonderfully as the opening trilogy of the John Carter of Mars series.  For pure fantasy adventure, few books have topped these.  The other two are somewhat lesser works but still very enjoyable.If  you are interested in Sword and Planet fiction for the kindle ebook, you should also check out the Alan Burt Akers series, which are direct descendents of Burroughs.  Transit to Scorpio is the first in that series.I would also recommend my own Talera series, which includes Swords of Talera, Wings Over Talera, and Witch of Talera. They are also available as ebooks. I see a lot of folks brag on their own books but I am proud of these books, and if you look at the reviews under the paperback versions you'll see that others enjoy them as well and consider them excellent modern continuations of the Sword and Planet tradition.",Pure adventure,1316822400,5,5,5,1
"Again, F. Scott Fitzgerald says it all!  Benjamin Button is enjoyable, but the movie was better. Couldn't get into the other short stories.",Enjoyable,1370649600,0,0,4,1
Helps to explain some scriptures I might be having trouble with. Wonderful tool. So very glad we added it to our collection.,Truly wonderful!,1361577600,0,0,5,1
"I purchased this cover and would tell anyone looking at this cover it works great.  I have a stand that I use and it holds the reader and case just great, by doing that I am hands free.  I am glad that this cover will protect my purchase.",great cover up,1390176000,0,0,5,1
"I have to admit I'm a book snob, if it's not going to last me a few days of reading, I'm mostly not interested in reading it, but I have to admit that I was so happy that I downloaded this to my kindle.  I thought it was a great read and I look forward to more books from this author.",Great short story,1322870400,0,0,5,1
"Once again faced with an impossible murder, Henry delves into this with all his capabilities.  If you haven't been on the Tram, it is worth a trip to the desert to take the ride.  In solving this murder, Henry and his favorite waitress, Gloria, take a ride up and again down to realize that the murder was impossible, except for one way.  Read to find out what that one way was.",Super Series,1379721600,0,0,5,1
"This was another of Robert Vaughan Books that was very good, it was very hard to put the book down, it kept you interested all the way thru the book. If you enjoy reading Westerns, then you will be glad that you got this Book. Hopefully the Author will make some more Books about Hawke.",Excellent Book,1381190400,0,0,5,1
This is a charming anthology. Love Christmas stories and these are all different. Enjoyed them and will probably read them again.,Charming,1346976000,0,0,4,1
"This was a great read. Sweet short and had a lot to it. Should have actually had more Christmas related events throughout the story, but over all nice. I like the way Cash tried to come at Noelle and pretend that he did not have feelings for her.Noelle knew she liked Cash but, he wanted to pretend that he was just doing business as usual. Which was not the point when it came to her.Noelle wanted him to realize he had feelings for her and to act upon them only because she was thinking the exact same thing.The way this ended was great.",wowing,1348272000,0,0,5,1
"This bookshelf me through many emotions. Laughter, love and even anger.  I really enjoyed it and couldn't put it down until I finished.",Touching,1359936000,0,0,5,1
I have read about 90 or so golden oldies. They age so cheap on the kindle. .99 cents for 25 novels. It is cheaper than going to the library and besides the library would not have these classics.,I like the golden age of Sci Fi.,1358553600,0,0,4,1
What can you say? He is a good author and the books all came as expected. Fill the remaining words.,Books,1357430400,0,0,5,1
"I really like it, it was really mind blowing, and I mean that, I couldn't put it down, I realllllly like it. I love the ending, beginning and the middle. It just fab trust me u are going to love it and plus it FREE.",Too Good,1390867200,0,0,5,1
"In todays changing family structure,  Seasons will keep you thinking of what is going on in the homes around you. Superbly well written. I didn't want to put it down. And as always with a Rebeca Forester, a refreshing twist in the last chapter.",A suspenseful reality check,1399075200,1,1,5,1
"I bought this charger for my Kindle 2, since the plastic around the wire of the original charger just keeps shredding.  It works well, although my kindle frequently resets itself when I plug it in.  This may have more to do with the age and use of my kindle, rather than the charger.",Great charger for Kindle 2,1314576000,1,1,5,1
This is a very well written book that I didn't want to put down.  I'll read more by this author.  They only minor complaint is the short section in which the font changed.  May be only in ebooks.,Wishes Can Come True.,1368144000,0,0,5,1
"This one was everything that Brazen should have been! Men can be so stubborn so you gotta hand it to Nikki for going after what she wants! Both she and J.T. were very likable characters. Reckless is what I would call a fluff piece. Its a fun, quick, easy read that doesn't require you to think too much. It is one of those books that are purely for entertainment only. That's great because sometimes you just need to relax and have a little fun.",Great read,1402444800,0,0,4,1
"This first book of the Rachel Myers series was a good start to the series.  The plot dealt with Rachel discovering that her father did not die on his own and her successful attempts to learn exactly what happened.  Her father's friend, Isaac, is also introduced and is a very likeable character.  I hope to see him in future books in this series, and I hope that Rachel's character is fleshed out further.  The descriptions of the scenery and mountains is wonderful.  For someone like me who has never been to the Appalachian Mountain area, I appreciated the descriptions.  The author also touched upon the commercialism that has come to the area.  I enjoyed this book and look forward to reading other books in the series.",Series off to a good start......,1284768000,3,3,4,1
"I loved this western romance. Travis, who spent 5 years in prison for a crime he didn't commit, was a sweet and tender hero and Chloe was so tough but so giving. Evan, on the other hand, was a really sick puppy. I saw that coming when had his first ""headache.""I do love this author and am about to reach the end of her  books :(...She needs to write faster.I do recommend this book to anyone who likes western romance. You won't be disappointed.",Great  Read,1355702400,0,0,5,1
"Great story!  Well written hot, quick read.  Made me want more!  The characters were well defined and the passion intense.",Loved it!,1342569600,2,2,4,1
"Moves like one of the classics. Good plot.  Good writing.  If you like stories about successful underdogs, this is your book.",Very good read,1363824000,0,0,5,1
"Quick paced, the characters learn to adapt in a crisis.Interesting story concept in a survivalist tradition.  Good character development, very believable.",Fun read,1373673600,0,0,5,1
This is one where you have trouble waiting for the next twist and turn to lead you to the finish. Well done. Suberbly written,Couldn't put it down. where's the next?,1369958400,0,0,5,1
"This is a good sequel to Jules Verne 20,000 Leagues Under the Sea. I like this book, although the movies don't do it justice.",Classic,1357344000,0,0,5,1
As with all the Black Dagger Brotherhood novels this one did not disappoint me. I could had a hard time with waiting to finish it. It was a good story and loved the characters.,Great Story,1400371200,0,0,5,1
My head is still reeling from this book! The author keeps  mystery and suspense present throughout the book. Absolutely loved it!,Wow!,1354838400,0,0,5,1
This is another good book by Elizabeth Lennox.  I would recommend any of her books if you are looking for a good romance novel along with lots of splender and handsome men.,Mistress to the Prince,1369440000,0,0,4,1
"There is one story in this download, This is Not a Love Story, taken from the collectionReasons for and Advantages of Breathing: Stories (P.S.). So, while this download here is only the one story, and a short one at that, it is more than enough story.Told in first person, a woman remembers a time in her life when she was young and had time to waste and time for mistakes. An old stack of black and white photos brings back memories of when the narrator was twenty-two and maybe reckless. She decided on an adventure, leaving Connecticut for the unknown- the South, and there, the ""wide-eyed Yankee college girl"" met a man twice her age. She began a relationship with Tommy, and if that was love, it was dysfunctional.Just as the narrator and Tommy are characters in this story, the South is there, too, in all its natural beauty and man-made ugliness, serving as a mirror for Tommy, for those good and dark parts of him. Just like Tommy, nothing in this place ""was what it seemed, nothing was permanent, and so much was concealed."" After I finished this story, I kept thinking about it, about those people and places who have hidden truths and old ghosts, about those wrong turns we take in life and the lessons they teach us.There is so much depth to this story. It is written in such a masterful way, with complete control of language, no word unnecessary, no word contrived, just wonderfully well-written in every way. This is what a short story can and should be-- complete, short but substantial, and layered with meaning and feeling. To me, this story was brilliantly done.",Seeing clear through,1321488000,14,14,5,1
WOW!  This was a great read..  My first for this author but definitely not the last.  Action packed...suspenseful...and full out hell bent.  Loved Jack!  Id like a Jack of my own..lol.  I would have liked a bit more romance between the leads but overall...a great..great read.  Keep up the great work Heather.  You are every bit as good as other nationally reknowned authors.,Hell Bent,1302393600,0,0,5,1
"I t is a very nice story of facts of our president, I found it very interesting and it was nice to read the stories.",Lincoln,1361404800,0,0,5,1
I really do like Crouch's books - or novellas - I find them to be so different that the works of other novelists.  I think his plots are amazing - and scary!,Super,1319587200,0,0,5,1
"Cole Winchester isn't really sure why he's hesitating over marrying his girlfriend.  Well, that's not entirely true - Cole knows why, he just doesn't want to admit it to himself and most especially to others.  But when he comes across Eric Radcliff his libido and fantasies get out of control.  Will Cole be brave enough to admit what he really wants and see where this attraction to Eric will take them?Eric Radcliff has always had the hots for Cole and when Cole trips over him at the beach it seems his interest might be returned.  But Cole is sending so many mixed signals that Eric might just have to satisfy himself with his fantasies.  Will Cole ever let them explore passion together or will he keep denying himself?Taboo Desires is a wonderful steamy romance.  Cole and Eric are absolutely explosive together and you won't be able to help wanting them for your own.  Cole is endearing as he wrestles with himself and his hidden desires, while Eric is adorable and charming in his certainty of himself.  Taboo Desires is the perfect read for a time when you are looking for some light, but steamy, entertainment that is mostly about the anticipation and the satisfaction of getting what you desire without dealing with the aftermath.  I really enjoyed Taboo Desires and I will be looking forward to reading more books by Amanda Young.SabellaReviewed for Joyfully Reviewed",Taboo Desires,1234137600,1,1,5,1
"This was a very enjoyable read.  I found myself attached from the moment Agatha and Magnus first encountered each other. The story is well written and makes a worthy addition to my second reading list. Despite a few editing issues, I'm glad I made the purchase. I look forward to reading more by this author.",A traditional regency romance,1403481600,0,0,4,1
"There are two distinct parts to this novel, written from the two different main characters POV. Each has quite different feel to them, almost as if truly written by different people. The first part more action and tension and grit, the second more romance and emotion and tenderness. I enjoyed both.",Enjoyed this very much,1395532800,0,0,5,1
"I will definetely buy more of her books, there's nothing more satisfying than to read a well written book specially a romantic book",great book,1383091200,0,0,5,1
"First, I downloaded it because I liked the idea behind the story. Then, I started to read and loved the character development and the way the author approached the story.Alex is an absolutely amazing character, I really hope we get more of her. I loved her independant streak, the way she stood up to everything that crumbled around her, and never gave up. Joshua was a true leader and made the perfect match to her.I just bought the next in the series, so I am hoping for more of the same! Not sure if the author is going to continue on with centering stories around the Stryker brothers, but it would be an interesting way to unfold the other families in the pack. I hope for more soon!",Loved it! Can't wait for more!!,1315958400,0,0,5,1
I haven't gotten time to read this one yet. I intend to read it soon though. Looks like a good book.,my collection,1390780800,0,0,5,1
"I enjoy reading history. It not easy reading, takes thought and concentration. There are 10 chapters loaded with information about when Jerusalem was destroyed. I am now reading it and it is good.",It's just History!,1393459200,0,0,5,1
Gripping reading again don't want to put book down. Gets better every time you read the next book.  Keep it going.,Before her eyes,1379376000,0,0,4,1
i have now read a few books by this author and find them all good reads. You will enjoy the series,good story,1375574400,0,0,4,1
This book was such an enjoyable read for me I loved the characters and the chemistry the hero and heroin had together.I would love to see a follow up book come along with this one just to get and update on the couple to see how they made out with there HEA and his family!,I really liked it!,1363392000,0,0,5,1
Damaged is a book with a message and an excellent read!Other reviews and the product description give you a pretty good idea on what the book is about so I won't bore you with that.The main character Adam is someone who you feel sorry for and wish you could help. This was an emotional roller coaster from start to finish and a story that will stick with you long after you get to the last page.Despite many errors (which I was told by the author are being worked on at the time of this review) this book was just too good to not get the five stars that I feel it deserves.I hope to read more by Mr. McCombs and highly recommend Damged.,Damaged,1337817600,2,2,5,1
"I've had this book since October 2011. It's now mid-March 2012, and I've only just read it today.I have to say, for the first page and a half, I really did wonder what I was reading, but very quickly the quirky writing and the tongue-in-cheek hunour took over, and I was caught!Trolls, Vampires, a man who finds things and a neighbour who is some sort of voodoo witch crossed with a look-out... This was great fun. Delighted to give this five stars, and hope that if you ever have a few hours and need a good short with no pretence of the irony and curious humour that fantasy can sometimes throw at you, this is a great place to start!","Great Characters, Great Fun... You gotta read this!!!",1331856000,2,2,5,1
"It made me laugh.  I have enjoyed all her books, each one is different, some writers just change the location and characters but use the same story, not with her books.  When you start reading the book you don't want to put it down.",loved it,1358985600,0,0,5,1
Hymns are some of the most beautiful songs ever written.  The tunes assigned to them are refreshing and uplifting.  The words are very comforting and there is nothing like a children's song to pick you right up when you are feeling a little down.  Any child would love these songs.,LDS Hymns and Children's songbook,1369180800,0,0,5,1
"I really enjoyed this book. Even though Trick continually treated Grace really shabbily, there was such a vulnerability that you could not hold it against him. Between the great characters and some unforseen twists, this book is deserving of 5 stars!!!!","Sexy, vulnerable leading man",1361059200,1,1,5,1
To bad the North American Indian does not document their own traditions.  At least I get a view of something I know nothing about.  I certainly wish the North American Indian would share information about their traditions.  Often the outsider gets it wrong and that is all that we have to believe!,Another Culture to Learn more about,1394496000,0,0,4,1
"Mine are in Northern England, Nottingham; the Macintosh clan. Galesworthy has the unique ability to take you back in time and create an understanding of the social forces that ruled and their effects upon Britain and the world. Enjoyable reading made so with great character development and tales interwoven that create a masterpiece. Enjoy!",How to understand your English roots,1361923200,0,0,5,1
Such a sweet story with my favorite sorts of unusual characters made this such fun.  It sure to be a do-over read once more.,"refreshing, relaxing read",1383955200,0,0,5,1
OMFG!!!! This book is so good!!!! The ending is so insane!!!! My favorite part is when Antonio and Santos save Jane. This book deserves 5 stars baby!!,Reinventing Jane Porter review,1364774400,0,0,5,1
"Loved loved loved, them all! Each book was as good if not better the the one before. A new fan.",A new fan,1384819200,0,0,5,1
"This book could not have come into my life at a more perfect time. I have been wanting to change and trying to figure out how to make things different in my life and was completely overwhelmed by my lack of ability to do it. This book has really given me some new direction about how to improve my life and the things I want to accomplish. Christopher has such a unique writing style that allows him to put such a vast amount of information into such a way that everyone can relate to his successes and failures. This book gives you all you need to know in a step by step method but not only that, Christopher explains the reason people fail and also how to push past that. I have already started using my new found knowledge of manifestation and positive thinking and have seen a change.",Life Changing!,1349740800,0,0,5,1
"I agree with most of the 3 and 4 star review comments so far. Very intersting plot. Good character development. At some points I became very frustrated with the characters and the situations, but later I realized that the author had to develop the scenes this way in order to stay true to who the characters really are. It's not your typical sci-fi, dystopian romance but that's because both charater's are a bit naive with relationships.The writing is good but could use improvement (the third person POV is very shallow and there are a bit too many adverbs and passive sentences). But there is definite potential in this author and hopefully she will gain experience and learn from her first novel to keep improving.In any case, the story was good enough to keep me interested until the end, which for me equals an entertaining read.",Good first novel. It has potential,1344988800,0,0,4,1
A great read so far. This is the second book in the series but the first book is not the same people.  I'm off to start the 3rd book.,Zombies making zombies!,1392249600,0,0,5,1
"This is a good read to pass the time. I'm not usually reading this genre, however, this kept not only my interest but also my curiosity going.",Good,1363824000,0,0,4,1
It's hard to say I love this book but it does deserve 5 stars.  It is emotionally very wrenching but very educational and a must read especially  for all those who say the Holocaust is a lie.  I can't imagine surviving the atrocities of the ghetto and the camp.  Only a strong person can survive to live a normal life.  A necessary read.,Very educational,1402617600,0,0,5,1
"Although I enjoyed reading this it would not be on the top of my list to recommend unless you were just looking for a light story to take your mind off every day life for a short time. The main character went from being a strong business woman trying to make partner in her company, to insecure family business owner back in her old hometown. While her cousin constantly went from duress to having  a conscience to ruthless. Of course there's also the possibility that I'm the one getting jaded from reading too many of these types of stories!",Good for a light read,1403827200,0,0,4,1
I enjoy vintage books and movies so I enjoyed reading this book.  The plot was unusual.  Don't think killing someone in self-defense but leaving the scene and the body without notifying the police or hitting someone in the jaw to knock them out would wash today.Still it was a good read for me.,Nice vintage story,1399248000,0,0,5,1
"Wasn't Jacob a bit creepy in this book? I've always regarded him as the rock upon which Victor could stand, but he kept me on the edge until the end of the book. And, beware, the end of the book is open, I was for once glad for the insight on the first chapter ofCamp Hell: A Psycop Novel.I loved the story. For once it's Jacob who's having difficulties in his case and Victor (with a distressed Lisa) come to the rescue. In the previous books Jacob was the one in control, but in this book the single-mindedness with which he pursues both the resolution of his case and Victor borders on possession. Victor for once seems to be able to assert himself, even the way he embraces his jealousy was a surprise for me. He no longer accepts things at their face value, on the contrary, he questions his future and his past and he begins to handle his psychic ability.Jacob and Victor are changing and I really want to see what they become in the next book.",Another incredible episode in this awesome series!,1287964800,2,2,5,1
"If you have read the third book you know by know you will see this series to the end, wherever that leads. Another great installment in the series.",the plot thickens.,1329955200,0,0,5,1
"This is a difficult subject for a novel as it includes euthanasia and disabilities. However the subjects are treated sympathetically. It starts with a journalist, whose grandmother is dying, wishing to write a story about the clinic where she has spent her last days. It is soon apparent that all may not be as it seems and the reader is left in doubt as to whether the clinic is trying to help people end their days peacefully or there is an ulterior motive and the story changes to more of a medical mystery with the central character trying to get to the bottom of what is going on. The story is fast paced and you get a real feel for the characters particularly with the journalist's disabled girlfriend. At the end a decision needs to be made and the reader is left to think which way the story is going to go. I think the story ends with this moral dilemma but there are enough strings left hanging for there to be as sequel, if there is, I will read it.",A difficult subject,1313539200,2,2,4,1
"Another heartwarming story by Teresa Carpenter. It is a story of love, family, bravery, hope and heartache. It is the story of Jesse and Brock, of meeting under unusual circumstances, of climbing out of the hole of despair into the light. This story as all the other Sullivan stories are a must read. They will lighten your heart and keep you turning the pages. I loved this story so much that this is the third time I've read it.",Jessie and Brock,1376697600,0,0,5,1
"This Jules Verne story is another classic that took a different tack from what I expected. It kept me engrossed from start to finish. It makes me sad I did not take his writings seriously earlier in life. But, better late than never. I recommend the book.","20,000 Leagues Under the Sea",1387411200,0,0,5,1
"The idea of this book is different from other vampire books.  I liked it.  I am looking forward to the next one.  I hope others give it a chance.  You MUST get past the first few chapters. Once she meets up with the vampires, it is great. It is a good story, be patient.  It is worth it.",better than expected,1296259200,0,0,5,1
"I felt very frustrated for Kaylee, reading this novella. I really enjoyed this novella as it made me feel more for her character than I probably have since reading the series. To wake up cuffed to a bed in the Mental Health Centre , scared and sore and confused.Lydia is a little mystery, who is she? I figure not a Banshee. I am glad Kaylee had this girl who obviously understood her and helped her. More than her own family.Aunt Val needed a good slap from me...karma is all I will say. As I read My Soul To Take before I read the prequel novella, it made me even more annoyed at Kaylee's aunt and uncle....really how dare they be so disloyal to family. How awful to be placed in a Psych Ward when they knew what was wrong with her. Her uncle really should have known better. I am still a little confused as to why he even let it happen, it's not like it was going to go away. Kaylee needed help from those she trusted who understood.Michelle","4.5 Annoyed, Angry, Frustrated at Aunt Val Stars!!!!",1348012800,0,0,4,1
I have drastically cut back though. every time I light up it is a conscious effort I'm hoping soon I will be able to tackle the demon and get rid of them all together. I highly recommend giving this to someone you love that would like to quit. Soon I will reread this and hopefully be successful.,Still smoking though,1377561600,0,0,5,1
This was an interesting book to hear what people have experienced.  My mother had just died and to read this it was good to to read peoples encounters from the there side.,good book,1340755200,1,1,4,1
"Her sports romance novels are some of my favorite. When I noticed this was a free download from Amazon, I snatched it up. I am so glad I did. I really liked it. There was a lot of chemistry between the two. I love the fact that the last two people who should be together, are true mates. I can't wait to read more from the Devlin Dynasty Series.",I love Jaci Burton.,1370908800,0,0,4,1
I have loved every book by Katie and this one didn't disappoint. I wish the story had been a little longer though.,Love the author,1369612800,0,0,4,1
"Synopsis: Meagan is hallucinating a gorgeous guy in her shower and at work. While entertaining, she can't control it. If he's not just some random daydream, but is a real person sending her visions; then who is he? And why is he doing this? And how does he know her name? She also must find a way to handle being a witch serving a powerful goddess, whose agenda doesn't coincide with Meagan's...My Thoughts: I read this book last summer and really enjoyed it.  It is true that it could use some additional editing, but it wasn't enough of a problem for me to ruin my enjoyment of the book.  I found the relationship between the young witch, Meagan, and her newly discovered soulmate to be an interesting one, and while it moved quite quickly, my own life experience backs me up on declaring this is not an impossible thing.  The story kept me engaged and I've been hoping to see the next book in this series come up.  I hope the author does not become discouraged and will continue this story - I, for one, would love to see more.",Surprised by all the hate here...,1336176000,5,5,5,1
"Totally hot, and totally too short. The world was a bit much to catch on to but definitely worth the effort to understand. I love when books can be this hot and still have a thick plot. Could have been more climatic, even the main character thought so. I will def be looking for more from this Author.",Gawd,1372809600,0,0,5,1
"I really enjoyed reading this book. I had lived in the southern California desert for many years and could easily relate to the acurate descriptions. I found Henry, the main character, to be very laid back and easy going. I really liked him a lot.  He fits in perfectly with the Palm Springs atmospere. :-)",Enjoyable,1325635200,0,0,5,1
This was a fun read but far too short.  I would have liked to get more back story for all of the main characters.  It would also have been a more enjoyable read if the main characters had a chance to get to know each other.  I would read other books by this author.,Enjoyed the premise but it was too short,1300752000,0,0,4,1
"A very steamy hot book written to keep you on the edge of your bed, or favorite comfortable reading chair.",My heart is still beating fast,1357516800,0,0,5,1
"this book is about a girl who meets a king but she doesn't know it. they fall in love but his jealousy makes him leave her. then he kind of blackmail her to help him, wink wink,Five years later. great story and love the angst..",So sweet,1396051200,0,0,5,1
"Personally I found this to be a very good read...I found myself laughing out loud several times...Not quite the typical shifter read, but very enjoyable ...",Howling,1293580800,3,3,4,1
"This one was really good. I still like the first story the best but this was good.  The characters are always well presented in her books and this is a great series. I hope that there will be new stories.  Although I am not sure how when the bad guys are done!  Hopefully she will create new ""bad"" guys.",I absolutely LOVE these stories.,1380585600,0,0,5,1
"Great story, really enjoyed te chemistry between Wesley and Carrie. Highly recommend. I'm from ga. So it was nice to read this story based on the rich history of georgia. Very well written",Hot little number,1376006400,0,0,5,1
Good storyline...interesting plot...didnt like the ending but this leaves door open to a sequel...action-packef..great read.  Buy this book for some friend.,Perfect crimed,1388275200,0,0,5,1
It is always fun to read a story where a child's Christmas wish comes true.  You could feel some of the heartache and personal pain.  Good read.,Good Holiday Story,1360108800,1,1,4,1
"This story by Louis L'Amour was the very first of his novels that I ever read.  Novels with a western theme were not my thing when I was growning up, so imagine my surprise when I just sort of drifted into this book one rainy afternoon.  I guess I was attracted to it by the fact that it opens in New York City, not the deserts of New Mexico.Anyway, I soon found that L'Amour has a writing style just as smooth as silk, and I found myself sliding into this book as easily as if he took me by the hand and led me to an alter.  Since then I have read several more of L'Amour's books and have enjoyed all of them.  I will review them here over the next few weeks, time permitting.This book tells the story of how a young man from New York City ends up in a small Kansas town and picks up the job of being the Sheriff one day before all hell is scheduled to break loose.  Others have outlined the text already, so I won't bore you with yet another outline.  I'll just say that if you have not read any of Louis L'Amour in the past, this would be a really great place to start, or even to get reacquainted.  While you do that, I'm gonna find another L'Amour book to read.:)",A Good Afternoon Read,1248480000,0,0,5,1
